runtime,l1_error,l2_error,rel_error
1.574779887199401855e+02,2.970599228410080329e-03,1.196056082719268367e-05,4.454835480645129298e-02
1.593674557209014893e+02,3.615327358629347784e-03,2.119114696072645648e-05,1.214304454081809731e-02
1.622514057159423828e+02,2.499527556361185072e-03,7.626579148980065530e-06,3.156671359748360745e-02
1.737610020637512207e+02,2.239766271193432967e-03,7.404197195736170175e-06,2.077604885100181251e-02
1.716882729530334473e+02,5.019257499779810477e-03,2.882703573773603671e-05,3.647286319691521450e-02
1.631497225761413574e+02,1.610331857483837626e-03,3.697462583194314092e-06,1.924732366822023977e-02
1.673866705894470215e+02,1.450860443653203581e-03,3.190557401097178342e-06,7.678686953515504073e-03
1.709474263191223145e+02,4.202098026244778517e-03,2.608715474962774029e-05,3.364372075254720706e-02
1.572429900169372559e+02,3.017130230449187756e-03,1.737205455610023024e-05,1.794372888746853176e-02
1.609968535900115967e+02,2.604235054050336572e-03,8.663783932308467069e-06,2.951494520766254417e-02
