x, true, terminal
3.623853211009174791e-01,6.172546226622395106e-06,9.998017863218331508e-16
3.669724770642202039e-01,5.071305077380436949e-06,4.386563630946608303e-16
3.715596330275229286e-01,4.154932326763404084e-06,1.904135643834355815e-16
3.761467889908257090e-01,3.394679967610148901e-06,8.177789385227250483e-17
3.807339449541284893e-01,2.765834146280760336e-06,3.474882742434080587e-17
3.853211009174312141e-01,2.247229934134719543e-06,1.460871876749839051e-17
3.899082568807339388e-01,1.820809715723780530e-06,6.076497683409469104e-18
3.944954128440367191e-01,1.471224032330064099e-06,2.500720869351550352e-18
3.990825688073394995e-01,1.185473134083665335e-06,1.018237679438702339e-18
4.036697247706422242e-01,9.525870639582046142e-07,4.102102568774670339e-19
4.082568807339449490e-01,7.633418010706307686e-07,1.635078354785829384e-19
4.128440366972477293e-01,6.100088084486603934e-07,6.448319974065255298e-20
4.174311926605505096e-01,4.861352426260889917e-07,2.516122362869039347e-20
4.220183486238532344e-01,3.863520714922840184e-07,9.713936848037848300e-21
4.266055045871559592e-01,3.062073968810799833e-07,3.710549825802891358e-21
4.311926605504587395e-01,2.420223753496034046e-07,1.402367477354136494e-21
4.357798165137615198e-01,1.907672621798863997e-07,5.244052482356947890e-22
4.403669724770642446e-01,1.499552592971805119e-07,1.940237487526874048e-22
4.449541284403669694e-01,1.175520186647012093e-07,7.102748131873126946e-23
4.495412844036697497e-01,9.189883145828813262e-08,2.572661016870473141e-23
4.541284403669725300e-01,7.164771402997738495e-08,9.219859059910683600e-24
4.587155963302752548e-01,5.570677968291759676e-08,3.269282674785948831e-24
4.633027522935779796e-01,4.319445705721650611e-08,1.147012154251007240e-24
4.678899082568807599e-01,3.340127888147253105e-08,3.981729738831256653e-25
4.724770642201835402e-01,2.575811720496838994e-08,1.367617283041897742e-25
4.770642201834862650e-01,1.980988189403015525e-08,4.647797859475438741e-26
4.816513761467889898e-01,1.519382760692049565e-08,1.562861582458061529e-26
4.862385321100917701e-01,1.162173054688470124e-08,5.199782690668453911e-27
4.908256880733945504e-01,8.865300263168114053e-09,1.711756581268206926e-27
4.954128440366972752e-01,6.744284107810336397e-09,5.575600800670941650e-28
5.000000000000000000e-01,5.116803323642871421e-09,1.796945434765247219e-28
