x, true, terminal, branch, dgm
-1.153333804356132930e+01,8.999999947789596444e-01,8.838118894249140656e-01,8.997732996940612793e-01,1.297442317008972168e+00
-1.128266454773180705e+01,8.979322945815283452e-01,8.811154061664078219e-01,8.977200388908386230e-01,1.294893026351928711e+00
-1.103199105190228480e+01,8.957875635694810823e-01,8.783087827637621192e-01,8.961166143417358398e-01,1.292705297470092773e+00
-1.078131755607276432e+01,8.935618843707461290e-01,8.753860284758341326e-01,8.936387300491333008e-01,1.289752125740051270e+00
-1.053064406024324207e+01,8.912510784100553529e-01,8.723407591372769332e-01,8.916902542114257812e-01,1.286929130554199219e+00
-1.027997056441371981e+01,8.888507128062675955e-01,8.691662072678825179e-01,8.893173933029174805e-01,1.283992767333984375e+00
-1.002929706858419934e+01,8.863560789288235098e-01,8.658551690420028812e-01,8.872140049934387207e-01,1.280677795410156250e+00
-9.778623572754677085e+00,8.837621564050645029e-01,8.623999989075347150e-01,8.846486210823059082e-01,1.277571082115173340e+00
-9.527950076925154832e+00,8.810636558161881737e-01,8.587925762891949200e-01,8.820717930793762207e-01,1.273834466934204102e+00
-9.277276581095632579e+00,8.782549047499806916e-01,8.550242838299070280e-01,8.794992566108703613e-01,1.270082712173461914e+00
-9.026603085266110327e+00,8.753299064594607382e-01,8.510859840644442453e-01,8.763710856437683105e-01,1.266089200973510742e+00
-8.775929589436589850e+00,8.722822694328042914e-01,8.469679820803722725e-01,8.732921481132507324e-01,1.261709213256835938e+00
-8.525256093607067598e+00,8.691052184337122455e-01,8.426600388831994026e-01,8.704102635383605957e-01,1.257400631904602051e+00
-8.274582597777545345e+00,8.657915414507404428e-01,8.381513176714124880e-01,8.670193552970886230e-01,1.252456545829772949e+00
-8.023909101948024869e+00,8.623335824856676046e-01,8.334303803943809985e-01,8.636846542358398438e-01,1.247291684150695801e+00
-7.773235606118502616e+00,8.587232162101257060e-01,8.284851678599235436e-01,8.597100377082824707e-01,1.241808891296386719e+00
-7.522562110288980364e+00,8.549518133594568026e-01,8.233030065724135094e-01,8.560094833374023438e-01,1.235788345336914062e+00
-7.271888614459458111e+00,8.510102150208493921e-01,8.178706168642392305e-01,8.519962430000305176e-01,1.229445219039916992e+00
-7.021215118629936747e+00,8.468887472721827736e-01,8.121741076679359628e-01,8.476074934005737305e-01,1.222557425498962402e+00
-6.770541622800415382e+00,8.425771297558419803e-01,8.061990136677809060e-01,8.433033823966979980e-01,1.214996099472045898e+00
-6.519868126970893130e+00,8.380645248045527351e-01,7.999303342389780802e-01,8.382631540298461914e-01,1.207000017166137695e+00
