x, true, terminal, branch, dgm, bsde
-4.095119850134588901e+00,9.899999999999999911e-01,9.836190539742099004e-01,9.886590838432312012e-01,9.848937988281250000e-01,9.894224405288696289e-01
-4.007339651141970549e+00,9.890925261199781104e-01,9.821429705433398771e-01,9.876934885978698730e-01,9.844924211502075195e-01,9.887111783027648926e-01
-3.919559452149353085e+00,9.881036909229089504e-01,9.805365095041923551e-01,9.870541691780090332e-01,9.840277433395385742e-01,9.878266453742980957e-01
-3.831779253156735177e+00,9.870263870638844583e-01,9.787886486143866360e-01,9.860789179801940918e-01,9.833868145942687988e-01,9.872773289680480957e-01
-3.743999054164117268e+00,9.858529216933699102e-01,9.768875260526075355e-01,9.845442771911621094e-01,9.826499223709106445e-01,9.863041639328002930e-01
-3.656218855171498916e+00,9.845749749258693173e-01,9.748203938424002679e-01,9.834784269332885742e-01,9.819227457046508789e-01,9.855098724365234375e-01
-3.568438656178881008e+00,9.831835566656104142e-01,9.725735721384715093e-01,9.819272160530090332e-01,9.807979464530944824e-01,9.846350550651550293e-01
-3.480658457186263099e+00,9.816689620053493659e-01,9.701324052440642998e-01,9.800379872322082520e-01,9.796684980392456055e-01,9.837622642517089844e-01
-3.392878258193645191e+00,9.800207254908578358e-01,9.674812204068434784e-01,9.784927368164062500e-01,9.783378839492797852e-01,9.827130436897277832e-01
-3.305098059201027283e+00,9.782275746342588008e-01,9.646032906418826602e-01,9.768699407577514648e-01,9.769538640975952148e-01,9.813202619552612305e-01
-3.217317860208409375e+00,9.762773831658320134e-01,9.614808030539441219e-01,9.746727943420410156e-01,9.751002192497253418e-01,9.799808263778686523e-01
-3.129537661215791466e+00,9.741571246379117088e-01,9.580948343765651742e-01,9.725164175033569336e-01,9.733802676200866699e-01,9.782722592353820801e-01
-3.041757462223173114e+00,9.718528271376802863e-01,9.544253357105243474e-01,9.703425168991088867e-01,9.710800051689147949e-01,9.764118194580078125e-01
-2.953977263230555650e+00,9.693495300294726613e-01,9.504511287255157370e-01,9.680891036987304688e-01,9.688013195991516113e-01,9.743067026138305664e-01
-2.866197064237937298e+00,9.666312438327925305e-01,9.461499158806995213e-01,9.655376672744750977e-01,9.661896824836730957e-01,9.719012975692749023e-01
-2.778416865245319389e+00,9.636809145502333029e-01,9.414983075141147850e-01,9.631535410881042480e-01,9.634569287300109863e-01,9.693779945373535156e-01
-2.690636666252701481e+00,9.604803939898286513e-01,9.364718689366031690e-01,9.601613879203796387e-01,9.603813886642456055e-01,9.666128158569335938e-01
-2.602856467260083573e+00,9.570104178779521575e-01,9.310451909282140281e-01,9.569991827011108398e-01,9.570068120956420898e-01,9.633386731147766113e-01
