runtime,l1_error,l2_error,rel_error
5.924235796928405762e+01,1.617002451664482920e-03,1.491009897234392064e-05,2.750690431905890038e-03
5.937531280517578125e+01,1.024918419655664915e-03,6.316063952026053114e-06,1.509853238499271350e-03
5.802714109420776367e+01,4.689339892669217892e-03,2.513970086671499365e-05,1.591321908881080868e-02
5.837342381477355957e+01,2.897657974609466145e-03,1.669692250011725398e-05,7.874871145788492691e-03
6.465023279190063477e+01,6.355684026130767154e-03,5.803690183418877275e-05,1.818170509040006877e-02
5.772370195388793945e+01,2.601880259490021909e-03,4.126507722336652124e-05,3.261666321207864865e-03
5.850471591949462891e+01,1.918581182221382013e-03,1.834650783449013462e-05,3.668311547583341138e-03
5.724570894241333008e+01,2.254021846202831480e-03,2.815831714366285693e-05,3.988301519051867111e-03
5.805361557006835938e+01,1.455581634291739854e-03,8.108307204426396623e-06,2.696079699055263425e-03
5.908363318443298340e+01,3.419164651735322972e-03,1.292363099128850419e-05,1.376219682997295926e-02
