x, true, terminal
4.848484848484848619e-01,4.454641130114719849e-03,6.786411762631949134e-04
4.949494949494949725e-01,4.026890448862654494e-03,5.410950360362299988e-04
5.050505050505050830e-01,3.628671287640819129e-03,4.290255116545132791e-04
5.151515151515152491e-01,3.259565898630177507e-03,3.382837994991821223e-04
5.252525252525253041e-01,2.918900501963592100e-03,2.652643069776888470e-04
5.353535353535353591e-01,2.605785793121088122e-03,2.068644532520732334e-04
5.454545454545455252e-01,2.319155998878050413e-03,1.604394900701919605e-04
5.555555555555555802e-01,2.057805850424569531e-03,1.237550917190195830e-04
5.656565656565657463e-01,1.820424987724873636e-03,9.493985701392707618e-05
5.757575757575758013e-01,1.605629446250158481e-03,7.243932540181413887e-05
5.858585858585858563e-01,1.411990002446746918e-03,5.497264155464221029e-05
5.959595959595960224e-01,1.238057265417457850e-03,4.149261025141665532e-05
6.060606060606060774e-01,1.082383498047154646e-03,3.114956361316945056e-05
6.161616161616162435e-01,9.435412308080096382e-04,2.325921066930543803e-05
6.262626262626262985e-01,8.201387960386997879e-04,1.727444777120073062e-05
6.363636363636364646e-01,7.108329604284892344e-04,1.276096954728113198e-05
6.464646464646465196e-01,6.143388699440529644e-04,9.376425636131047807e-06
6.565656565656565746e-01,5.294375459392158248e-04,6.852810260961948433e-06
6.666666666666667407e-01,4.549811852335908084e-04,4.981742281348056474e-06
6.767676767676767957e-01,3.898965221157176669e-04,3.602285899110927433e-06
6.868686868686869618e-01,3.331865080652566592e-04,2.590970809160981301e-06
6.969696969696970168e-01,2.839305569573923700e-04,1.853690301684163127e-06
7.070707070707071829e-01,2.412835909532407290e-04,1.319182575351447319e-06
7.171717171717172379e-01,2.044741063968473949e-04,9.338310968769529006e-07
7.272727272727272929e-01,1.728014608883724032e-04,6.575517875376858003e-07
7.373737373737374590e-01,1.456325631909943059e-04,4.605663411332192930e-07
7.474747474747475140e-01,1.223981275169279685e-04,3.208908446062849031e-07
7.575757575757576801e-01,1.025886336498711406e-04,2.223962975571016365e-07
7.676767676767677351e-01,8.575011479482454939e-05,1.533221795416656738e-07
7.777777777777777901e-01,7.147987638544313631e-05,1.051457310645871863e-07
7.878787878787879562e-01,5.942223160700470106e-05,7.172812514790544782e-08
7.979797979797980112e-01,4.926432330517767491e-05,4.867437194403634367e-08
8.080808080808081773e-01,4.073208736777092498e-05,3.285686129511621131e-08
8.181818181818182323e-01,3.358639964654779546e-05,2.206319297596135624e-08
8.282828282828283983e-01,2.761943703558295262e-05,1.473767212254545516e-08
8.383838383838384534e-01,2.265127340700067685e-05,9.792853557050158840e-09
8.484848484848485084e-01,1.852672265780029825e-05,6.473080687703136696e-09
8.585858585858586745e-01,1.511243405271067652e-05,4.256333647961421496e-09
8.686868686868687295e-01,1.229423925086952743e-05,2.784098725462120516e-09
8.787878787878788955e-01,9.974745761427851438e-06,1.811587486475249751e-09
8.888888888888889506e-01,8.071167962457303290e-06,1.172630129300230920e-09
8.989898989898991166e-01,6.513384115301479619e-06,7.550768196693722301e-10
9.090909090909091717e-01,5.242205891680221513e-06,4.836718738610439756e-10
9.191919191919192267e-01,4.207845687434009519e-06,3.082061828118109708e-10
9.292929292929293927e-01,3.368566315876173548e-06,1.953726872592611772e-10
9.393939393939394478e-01,2.689497454881308259e-06,1.232024877910249288e-10
9.494949494949496138e-01,2.141603374036787193e-06,7.728751195077442728e-11
9.595959595959596689e-01,1.700786910199349243e-06,4.823190998831590766e-11
9.696969696969697239e-01,1.347115320321997324e-06,2.994304121091658032e-11
9.797979797979798899e-01,1.064154457850811116e-06,1.849245911005005707e-11
9.898989898989899450e-01,8.383986410124262217e-07,1.136139617894393481e-11
1.000000000000000000e+00,6.587845642814484674e-07,6.943971932433790827e-12
