x, true, terminal
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,1.317968846788716277e-03,3.361280191224955485e-03
2.020202020202020374e-02,2.628490928030628726e-03,6.688279993673764030e-03
3.030303030303030387e-02,3.924164994691056035e-03,9.947014549882397111e-03
4.040404040404040747e-02,5.197681088684463421e-03,1.310410016170135937e-02
5.050505050505051108e-02,6.441866808842069796e-03,1.612707930415725743e-02
6.060606060606060774e-02,7.649734253755839306e-03,1.898477268400501974e-02
7.070707070707071829e-02,8.814527755447287144e-03,2.164766352751943540e-02
8.080808080808081495e-02,9.929772424590636859e-03,2.408831595530513264e-02
9.090909090909091161e-02,1.098932341492937954e-02,2.628182515282205534e-02
1.010101010101010222e-01,1.198741568428842927e-02,2.820629217414125089e-02
1.111111111111111188e-01,1.291871388584523404e-02,2.984331082565223545e-02
1.212121212121212155e-01,1.377836187077054707e-02,3.117844849754018710e-02
1.313131313131313260e-01,1.456203112779501548e-02,3.220169751718323509e-02
1.414141414141414366e-01,1.526596733364556958e-02,3.290786919485233497e-02
1.515151515151515194e-01,1.588703404861295174e-02,3.329689991185357661e-02
1.616161616161616299e-01,1.642275247257551224e-02,3.337403806839234904e-02
1.717171717171717404e-01,1.687133608791327455e-02,3.314988306477580776e-02
1.818181818181818232e-01,1.723171896618536092e-02,3.264025310205648928e-02
1.919191919191919338e-01,1.750357651386071078e-02,3.186586745943065235e-02
2.020202020202020443e-01,1.768733748606905742e-02,3.085184057953223660e-02
2.121212121212121271e-01,1.778418621141205497e-02,2.962699882842346685e-02
2.222222222222222376e-01,1.779605414757056900e-02,2.822304483582275050e-02
2.323232323232323482e-01,1.772560012542075819e-02,2.667360725095939758e-02
2.424242424242424310e-01,1.757617893324577366e-02,2.501322394783739994e-02
2.525252525252525415e-01,1.735179823279374423e-02,2.327631282285155465e-02
2.626262626262626521e-01,1.705706417171270334e-02,2.149618550242125142e-02
2.727272727272727626e-01,1.669711644510737600e-02,1.970415534673688671e-02
2.828282828282828731e-01,1.627755394286085899e-02,1.792878263274919406e-02
2.929292929292929282e-01,1.580435247791261988e-02,1.619528786421996908e-02
3.030303030303030387e-01,1.528377640308595589e-02,1.452515031962210018e-02
3.131313131313131493e-01,1.472228617137934931e-02,1.293589486184989340e-02
3.232323232323232598e-01,1.412644406136742518e-02,1.144105720447839356e-02
3.333333333333333703e-01,1.350282036474190206e-02,1.005030741352277469e-02
3.434343434343434809e-01,1.285790231200282033e-02,8.769704110193572710e-03
3.535353535353535914e-01,1.219800789597772460e-02,7.602047834044843404e-03
3.636363636363636465e-01,1.152920654834637022e-02,6.547301113497943845e-03
3.737373737373737570e-01,1.085724834424529189e-02,5.603044456824030593e-03
3.838383838383838675e-01,1.018750307120976605e-02,4.764941040264245899e-03
3.939393939393939781e-01,9.524910120963273399e-03,4.027187609991962972e-03
4.040404040404040886e-01,8.873939766960197567e-03,3.382934367558553673e-03
4.141414141414141992e-01,8.238565997879880934e-03,2.824661830235981105e-03
4.242424242424242542e-01,7.622250706439399719e-03,2.344507451183836834e-03
4.343434343434343647e-01,7.027938699971299739e-03,1.934538899627704766e-03
4.444444444444444753e-01,6.458062716474083712e-03,1.586974217169530082e-03
4.545454545454545858e-01,5.914557405387608005e-03,1.294351563225991462e-03
4.646464646464646964e-01,5.398881070068336022e-03,1.049652992072617076e-03
4.747474747474748069e-01,4.912043868830211386e-03,8.463877615799993539e-04
