runtime,l1_error,l2_error,rel_error
4.736455345153808594e+01,1.891779353841013247e-03,9.207483407531709676e-06,4.400796359033004937e-03
4.433197259902954102e+01,1.759021707371363676e-03,9.187823679308268712e-06,4.276256386042383804e-03
4.504120850563049316e+01,1.884695818900202239e-03,1.019626931846514135e-05,4.507520095145520905e-03
4.485246014595031738e+01,1.654332215521250263e-03,5.627453956520737393e-06,3.877016160577366564e-03
4.344340395927429199e+01,1.651790993486230118e-03,5.229444992383225668e-06,4.783192669760671749e-03
4.560755896568298340e+01,1.972174871638468149e-03,9.864121935435509381e-06,4.703254535200615191e-03
4.675366640090942383e+01,2.064962497137310966e-03,1.055991660308835876e-05,5.941484102342314659e-03
4.404841256141662598e+01,1.677210293253993297e-03,5.498901892304701118e-06,4.292305504838318450e-03
4.555806899070739746e+01,1.427843720339888687e-03,3.492478636312933383e-06,4.364412137895088382e-03
4.351132583618164062e+01,1.301446634890872020e-03,3.491356809259419579e-06,3.403199900169081617e-03
