runtime,l1_error,l2_error,rel_error
1.561818308830261230e+02,4.774793733766175691e-03,3.382722372842119219e-05,3.364945285215060339e-02
1.767186017036437988e+02,4.731477277942763848e-03,3.552895930571790692e-05,2.289629187851478440e-02
1.723062753677368164e+02,4.917875119010301985e-03,3.921655097064563194e-05,2.469395042399641013e-02
1.698884747028350830e+02,4.746607085272751443e-03,3.101520048634407941e-05,2.578693131444820610e-02
1.700466768741607666e+02,6.758234365595818492e-03,6.070623236275572980e-05,2.850701416771978317e-02
1.716966490745544434e+02,3.150556098883869945e-03,1.373116580234945802e-05,1.796576348779437352e-02
1.674215943813323975e+02,3.169259619646618096e-03,1.992021344398745242e-05,1.028513199249050589e-02
1.641904413700103760e+02,5.847872418123416585e-03,4.757465155569255965e-05,4.224842611739248327e-02
1.681848485469818115e+02,4.445073042648759430e-03,2.773035312450107618e-05,2.891481621477008310e-02
1.627475218772888184e+02,3.858995037044261802e-03,2.010477195240717815e-05,2.241095057749505765e-02
