x, true, terminal
1.303030303030302761e+00,6.771416943291909407e-02,2.645777316194975470e-01
1.363636363636363313e+00,7.159901982685171716e-03,2.056814190518487240e-01
1.424242424242424754e+00,-5.342065641582475349e-02,1.460298503979396423e-01
1.484848484848485306e+00,-1.138050557442728677e-01,8.584206445324744916e-02
1.545454545454545858e+00,-1.737715662746264766e-01,2.533906898727592699e-02
1.606060606060606410e+00,-2.330999927541565486e-01,-3.525697079043267623e-02
1.666666666666666963e+00,-2.915724829558928310e-01,-9.572354801437588101e-02
1.727272727272727515e+00,-3.489743276255565796e-01,-1.558386312017188413e-01
1.787878787878788067e+00,-4.050947488875909497e-01,-2.153814795453312114e-01
1.848484848484848619e+00,-4.597276742152847095e-01,-2.741334534675007872e-01
1.909090909090909172e+00,-5.126724931229937887e-01,-3.318788174579952455e-01
1.969696969696969724e+00,-5.637347938019108273e-01,-3.884055322484735728e-01
2.030303030303030276e+00,-6.127270769944757056e-01,-4.435060334144070304e-01
2.090909090909090828e+00,-6.594694444861025628e-01,-4.969779935455057585e-01
2.151515151515151381e+00,-7.037902596861017601e-01,-5.486250651859839733e-01
2.212121212121211933e+00,-7.455267778721640370e-01,-5.982576018166093634e-01
2.272727272727272485e+00,-7.845257437841663961e-01,-6.456933542311115160e-01
2.333333333333333925e+00,-8.206439543729535657e-01,-6.907581397498767650e-01
2.393939393939394478e+00,-8.537487846376969891e-01,-7.332864818135920171e-01
2.454545454545455030e+00,-8.837186746209773069e-01,-7.731222176082801489e-01
2.515151515151515582e+00,-9.104435757733495560e-01,-8.101190714905295298e-01
2.575757575757576134e+00,-9.338253550483623933e-01,-8.441411921073314062e-01
2.636363636363636687e+00,-9.537781552442012867e-01,-8.750636512382282683e-01
2.696969696969697239e+00,-9.702287102687940923e-01,-9.027729025280444297e-01
2.757575757575757791e+00,-9.831166141707330386e-01,-9.271671984257428001e-01
2.818181818181818343e+00,-9.923945429481422220e-01,-9.481569637984230692e-01
2.878787878787878896e+00,-9.980284283210122398e-01,-9.656651248485589312e-01
2.939393939393939448e+00,-9.999975828289162649e-01,-9.796273921267035778e-01
3.000000000000000000e+00,-9.982947757947531198e-01,-9.899924966004454152e-01
