,T,branch,deep_bsde,exact,branch time (seconds),deep_bsde time (seconds)
0,0.05,-0.5187211513519288,-0.5184886543812306,-0.5187412158785353,1.6235237121582031,47.93372464179993
1,0.1,-0.5374614238739014,-0.5374984968051186,-0.5374298453437496,1.5228488445281982,47.742536783218384
2,0.15000000000000002,-0.5561612129211426,-0.5569907641673629,-0.5560138905446199,1.50669264793396,48.4474618434906
3,0.2,-0.5747760772705078,-0.576216235486969,-0.574442516811659,1.5562968254089355,47.59641647338867
4,0.25,-0.593256664276123,-0.5938157192439107,-0.5926665999540698,1.5052592754364014,47.98095941543579
5,0.3,-0.6115509510040283,-0.6134290166614776,-0.6106392339492219,1.5056521892547607,47.83795619010925
6,0.35000000000000003,-0.6296047687530517,-0.6310499357725989,-0.6283161882953663,1.5029566287994385,48.219608545303345
7,0.4,-0.6473639965057373,-0.6509747695241402,-0.6456563062257954,1.5069115161895752,48.4645574092865
8,0.45,-0.6647748947143555,-0.6678804001461892,-0.6626218371700825,1.5285472869873047,47.163697719573975
9,0.5,-0.6867184162139892,-0.6871201547058903,-0.679178699175393,1.5060927867889404,47.819034576416016
10,0.55,-0.7054202079772949,-0.6988438061458455,-0.6952966693475654,1.5109782218933105,47.485705852508545
11,0.6000000000000001,-0.7242088794708252,-0.7160922508689399,-0.710949502625004,1.5072317123413086,48.188445806503296
12,0.6500000000000001,-0.7431216716766358,-0.7319416467878304,-0.7261149812607792,1.512470006942749,47.82878613471985
13,0.7000000000000001,-0.7621996879577637,-0.7477398962491083,-0.740774899182154,1.5091266632080078,47.517165422439575
14,0.7500000000000001,-0.7814891338348389,-0.7605469291092067,-0.7549149868676284,1.5223615169525146,47.96449589729309
15,0.8,-0.8010409355163575,-0.7745505187043432,-0.7685247834990176,1.5272350311279297,48.35567593574524
16,0.8500000000000001,-0.8137733459472656,-0.7889395614436833,-0.7815974639023655,1.5320165157318115,48.01067662239075
17,0.9000000000000001,-0.8321803092956543,-0.8037110947485551,-0.7941296281990526,1.5060529708862305,48.36249828338623
18,0.9500000000000001,-0.8581156730651855,-0.8158240869054525,-0.8061210621761401,1.5197358131408691,47.902987241744995
19,1.0,-0.8781383514404297,-0.8274610735880286,-0.8175744761936437,1.513014793395996,47.87077593803406
20,1.05,-0.8985404014587403,-0.6675703139144598,-0.8284952300245991,1.5105459690093994,48.255404233932495
21,1.1,-0.9101861000061036,-0.852384271076084,-0.8388910504234148,1.5044455528259277,48.379908323287964
22,1.1500000000000001,-0.9289629936218262,-0.8577768347957909,-0.8487717474909258,1.5075342655181885,47.47266912460327
23,1.2000000000000002,-0.9477864265441894,-0.8649207776671212,-0.8581489350995123,1.5186638832092285,48.16663575172424
24,1.2500000000000002,-0.9566095352172852,-0.6127952228085201,-0.8670357598021708,1.5153803825378418,48.283406496047974
25,1.3,-0.9744208335876465,-0.7763943383957697,-0.8754466418125835,1.5159268379211426,48.32612085342407
26,1.35,-0.9922221183776856,,-0.8833970308388607,1.524087905883789,48.199729442596436
27,1.4000000000000001,-1.0100170135498048,,-0.8909031788043871,1.5185654163360596,48.371527671813965
28,1.4500000000000002,-1.016547393798828,-0.6933501983048486,-0.8979819308108696,1.5048613548278809,47.45865869522095
29,1.5000000000000002,-1.03289794921875,,-0.9046505351008906,1.531602382659912,48.26595735549927
30,1.55,-1.0491315841674804,,-0.9109264722644368,1.5141425132751465,48.28555774688721
31,1.6,-1.0652470588684082,,-0.9168273035060777,1.514502763748169,48.34284520149231
32,1.6500000000000001,-1.0812433242797852,,-0.9223705374435116,1.5054845809936523,48.35111355781555
33,1.7000000000000002,-1.0971189498901368,,-0.9275735146384823,1.499622106552124,48.67977285385132
34,1.7500000000000002,-1.1128728866577149,,-0.9324533088603709,1.528146505355835,47.67899417877197
35,1.8,-1.128504180908203,,-0.9370266439430035,1.5062763690948486,48.108564376831055
36,1.85,-1.1440116882324218,,-0.9413098250079088,1.5287764072418213,47.97244429588318
37,1.9000000000000001,-1.1593947410583496,,-0.9453186827840592,1.5094375610351562,48.35668921470642
38,1.9500000000000002,-1.174652099609375,-0.7653330120709279,-0.9490685297470565,1.5282347202301025,48.74231243133545
39,2.0,-1.1897830009460448,,-0.9525741268224333,1.506201982498169,48.49837017059326
