runtime,l1_error,l2_error,rel_error
5.694158148765563965e+01,4.081677533031813593e-04,2.702809243888987390e-07,3.793515224477512875e-03
5.622487616539001465e+01,3.474937040379844208e-04,2.602086084812804728e-07,2.772047541193937894e-03
6.083072757720947266e+01,4.220549526991024367e-04,2.748963569223818976e-07,6.504411407597590102e-03
5.745910191535949707e+01,2.294815065430277857e-04,9.048957120850918110e-08,3.440215775947483290e-03
5.896546697616577148e+01,3.186734563531734609e-04,1.637340357364297112e-07,5.937555231874509787e-03
6.620075702667236328e+01,3.325202302372098797e-04,1.727594998103338706e-07,3.278264316191760192e-03
5.821530294418334961e+01,5.378836475054549204e-04,3.907166102444059889e-07,5.681733525687790616e-03
6.367636036872863770e+01,8.576582809815525531e-04,1.083095294529990771e-06,6.571121816127678539e-03
5.742785048484802246e+01,8.027884416034880696e-04,7.558418387759744739e-07,1.073781144992266325e-02
5.895464038848876953e+01,4.285126393790838909e-04,3.612182162513800442e-07,4.863329590402804339e-03
