runtime,l1_error,l2_error,rel_error
4.695670342445373535e+01,2.562261368287472706e-03,1.441298022731204468e-05,6.297918382393725631e-03
4.343907809257507324e+01,3.180536922906312871e-03,1.834171526157190761e-05,5.832557932689916985e-03
4.441344738006591797e+01,3.527465206068865992e-03,2.232056856945298986e-05,7.403580552311511513e-03
4.561186599731445312e+01,2.355250568165549469e-03,1.104952805127935406e-05,5.406055211563327509e-03
4.589721226692199707e+01,2.682853112254147618e-03,1.337731717263066584e-05,6.104030310107652103e-03
4.586196231842041016e+01,3.472250009298512990e-03,2.396949742369346278e-05,6.987112037879606753e-03
4.565693616867065430e+01,2.617168638222189085e-03,1.687527517286403815e-05,5.573662585616720976e-03
4.444687509536743164e+01,2.794295233270664962e-03,1.413182368978521629e-05,6.257782655347056064e-03
4.468517088890075684e+01,3.110528476317655448e-03,1.878696735232389441e-05,6.987990364620540705e-03
4.428053116798400879e+01,2.272929936210264616e-03,8.618463792770886055e-06,5.041830873913241869e-03
