runtime,l1_error,l2_error,rel_error
7.207999372482299805e+01,2.115759661295717447e-03,7.951418165781387411e-06,7.811874143627090157e-03
3.937728333473205566e+01,4.119972070231241353e-03,3.945079257093868537e-05,1.198192109845100037e-02
4.262960124015808105e+01,3.853736329620465004e-03,2.801830529961110098e-05,9.922061706251731825e-03
3.711566758155822754e+01,3.769272575947004659e-03,2.926366908028088580e-05,9.254576170924688067e-03
3.626906657218933105e+01,2.836374339398180146e-03,2.310845078859334289e-05,8.168812742195307938e-03
3.599353766441345215e+01,2.751040078483375350e-03,1.688063801056444182e-05,8.172578112540726525e-03
3.641519188880920410e+01,3.761667099862875570e-03,2.773325618606003703e-05,1.023969864698334037e-02
3.547381615638732910e+01,2.652418694050378070e-03,1.335752044573475106e-05,7.481570033040342051e-03
3.502242231369018555e+01,1.752860324704708182e-03,1.281257399349243440e-05,5.352078066806507071e-03
3.471911835670471191e+01,2.968023692391812476e-03,1.403424967442734402e-05,1.116643461964540382e-02
