runtime,l1_error,l2_error,rel_error
5.874970960617065430e+01,6.215454747955386772e-01,6.087012098685030681e-01,1.132735483321560377e+00
6.269594883918762207e+01,nan,nan,nan
5.905399084091186523e+01,nan,nan,nan
6.282280445098876953e+01,1.260805841208413103e+00,1.918224058653915431e+00,5.817512204889945693e+00
6.109340023994445801e+01,2.264977997516079089e+00,5.217838986193018336e+00,7.670862448601148742e+00
5.971339106559753418e+01,nan,nan,nan
5.895967960357666016e+01,5.265358921555715277e+00,2.898488495593261760e+01,2.085519312449466156e+01
5.895166230201721191e+01,3.375329543618399875e+00,1.206268661027101885e+01,1.356279800346803910e+01
5.867081928253173828e+01,nan,nan,nan
5.925024294853210449e+01,nan,nan,nan
