runtime,l1_error,l2_error,rel_error
4.643375539779663086e+01,1.137923090133452454e-03,2.758559581229117716e-06,7.208296403897776657e-03
3.452914094924926758e+01,1.228546936772341187e-03,2.915755604914808281e-06,7.015419193467123567e-03
3.576916432380676270e+01,8.981992270899108108e-04,1.688654856085391254e-06,5.191134331520412711e-03
3.479924774169921875e+01,9.077613563277941869e-04,1.464177872350424395e-06,6.243081319760962651e-03
3.963361358642578125e+01,1.179207771376780201e-03,2.619012681855264396e-06,1.017977987740844616e-02
3.992572283744812012e+01,1.015137737948481559e-03,1.991921736624156565e-06,4.730855006157041846e-03
3.556315493583679199e+01,1.396738053902222328e-03,2.919539478830685650e-06,1.306544440133003589e-02
3.528249144554138184e+01,9.634271177242048319e-04,1.652191124309894019e-06,6.123402412743740239e-03
3.867044544219970703e+01,1.115037028073764163e-03,1.958516128570773178e-06,7.573169842278958640e-03
3.390102124214172363e+01,8.096903246224939872e-04,1.154784702597662773e-06,6.305538124732731377e-03
