runtime,l1_error,l2_error,rel_error
1.600593516826629639e+02,4.277689134496073797e-02,2.208943632364569667e-03,2.881098644614925597e-01
1.564933094978332520e+02,2.002946270071181978e-02,5.364391093815027616e-04,6.837764939181356638e-02
1.543910989761352539e+02,3.494960813550928441e-02,1.836036867975770776e-03,3.226240486063856050e-01
1.607074472904205322e+02,4.654166934634204611e-02,2.788094198351052672e-03,3.489738829784302943e-01
1.531430363655090332e+02,5.055070696192602575e-02,3.260589878637664297e-03,3.800048454124126396e-01
1.586613383293151855e+02,4.309361187013312222e-02,2.283372320963927837e-03,3.035961480132316481e-01
1.590306801795959473e+02,5.964000453966478849e-02,4.501827015580420546e-03,4.268428579756098351e-01
1.566656734943389893e+02,4.498325880639663515e-02,2.672876042620448214e-03,3.638440960864239848e-01
1.627111098766326904e+02,5.922626506166787930e-02,4.422377651547368047e-03,4.205684752567850904e-01
1.573816885948181152e+02,5.637704159694047895e-02,3.946449315699708006e-03,3.959376447406786625e-01
