x, true, terminal, branch, dgm, bsde
-4.000000000000000000e+00,2.583997552432231171e+00,2.833213344056216165e+00,2.584155082702636719e+00,2.591739416122436523e+00,2.588649988174438477e+00
-3.919191919191919116e+00,2.540883103650158237e+00,2.794843322576124223e+00,2.540819644927978516e+00,2.549571037292480469e+00,2.544484615325927734e+00
-3.838383838383838231e+00,2.496901642391834653e+00,2.755772524905464316e+00,2.496797800064086914e+00,2.505041837692260742e+00,2.499959468841552734e+00
-3.757575757575757791e+00,2.452021806636008439e+00,2.715977071877504478e+00,2.451669931411743164e+00,2.460871458053588867e+00,2.454682588577270508e+00
-3.676767676767676907e+00,2.406210863344959705e+00,2.675432001365870338e+00,2.406240940093994141e+00,2.415317058563232422e+00,2.408428668975830078e+00
-3.595959595959596022e+00,2.359434675466292042e+00,2.634111218878294025e+00,2.359050273895263672e+00,2.368388652801513672e+00,2.361090421676635742e+00
-3.515151515151515138e+00,2.311657678277935890e+00,2.591987447996341398e+00,2.311537504196166992e+00,2.320429325103759766e+00,2.313035488128662109e+00
-3.434343434343434254e+00,2.262842868507505045e+00,2.549032181361639893e+00,2.262288093566894531e+00,2.270189762115478516e+00,2.263962507247924805e+00
-3.353535353535353369e+00,2.212951810598956737e+00,2.505215633129961095e+00,2.212350368499755859e+00,2.220714092254638672e+00,2.213996171951293945e+00
-3.272727272727272485e+00,2.161944665690416656e+00,2.460506694093939295e+00,2.161257266998291016e+00,2.169309854507446289e+00,2.162803649902343750e+00
-3.191919191919192045e+00,2.109780250373380461e+00,2.414872891028485125e+00,2.108976840972900391e+00,2.115655899047851562e+00,2.110980033874511719e+00
-3.111111111111111160e+00,2.056416134209345881e+00,2.368280352259440669e+00,2.055944919586181641e+00,2.061685085296630859e+00,2.057434558868408203e+00
-3.030303030303030276e+00,2.001808787391626598e+00,2.320693782020255114e+00,2.001448154449462891e+00,2.006469249725341797e+00,2.003303766250610352e+00
-2.949494949494949392e+00,1.945913792991712077e+00,2.272076446874506495e+00,1.945181250572204590e+00,1.948369264602661133e+00,1.947788596153259277e+00
-2.868686868686868507e+00,1.888686142089500475e+00,2.222390178383405690e+00,1.888672828674316406e+00,1.890077948570251465e+00,1.890472650527954102e+00
-2.787878787878788067e+00,1.830080634965251640e+00,2.171595397337048094e+00,1.830327391624450684e+00,1.828783392906188965e+00,1.832673072814941406e+00
-2.707070707070706739e+00,1.770052417688278812e+00,2.119651166309552082e+00,1.770309805870056152e+00,1.767132759094238281e+00,1.773032426834106445e+00
-2.626262626262626299e+00,1.708557691191146422e+00,2.066515279121818427e+00,1.708904981613159180e+00,1.704281806945800781e+00,1.711936235427856445e+00
-2.545454545454545414e+00,1.645554639649790651e+00,2.012144398103184795e+00,1.646118164062500000e+00,1.637995481491088867e+00,1.649657011032104492e+00
-2.464646464646464530e+00,1.581004637145247749e+00,1.956494252963208114e+00,1.582134246826171875e+00,1.570807218551635742e+00,1.585897564888000488e+00
-2.383838383838383645e+00,1.514873806660337996e+00,1.899519918778523664e+00,1.516356945037841797e+00,1.502519011497497559e+00,1.520271897315979004e+00
-2.303030303030302761e+00,1.447135023984964741e+00,1.841176195269110805e+00,1.448621749877929688e+00,1.430252790451049805e+00,1.453501224517822266e+00
-2.222222222222222321e+00,1.377770481536990888e+00,1.781418115433322624e+00,1.379412174224853516e+00,1.358325123786926270e+00,1.384930849075317383e+00
-2.141414141414140992e+00,1.306774953735166722e+00,1.720201619038345120e+00,1.309513330459594727e+00,1.282987713813781738e+00,1.315068006515502930e+00
-2.060606060606060552e+00,1.234159936233948152e+00,1.657484435791501953e+00,1.237069368362426758e+00,1.208041787147521973e+00,1.243679165840148926e+00
-1.979797979797979668e+00,1.159958865032767905e+00,1.593227234681947602e+00,1.163281202316284180e+00,1.130273938179016113e+00,1.170304656028747559e+00
-1.898989898989898784e+00,1.084233655625364889e+00,1.527395110472399509e+00,1.087670207023620605e+00,1.052705526351928711e+00,1.095656037330627441e+00
-1.818181818181817899e+00,1.007082831703690617e+00,1.459959496156625569e+00,1.010743379592895508e+00,9.729138612747192383e-01,1.019778132438659668e+00
-1.737373737373737015e+00,9.286515278709362997e-01,1.390900611868244541e+00,9.315860867500305176e-01,8.930625915527343750e-01,9.427343606948852539e-01
-1.656565656565656575e+00,8.491436350168777292e-01,1.320210586563059785e+00,8.511842489242553711e-01,8.134456872940063477e-01,8.637701272964477539e-01
-1.575757575757575690e+00,7.688362843302136707e-01,1.247897418755938403e+00,7.691133022308349609e-01,7.346208095550537109e-01,7.841364145278930664e-01
-1.494949494949494806e+00,6.880966970619789569e-01,1.173989975864951907e+00,6.857401132583618164e-01,6.568530201911926270e-01,7.033551931381225586e-01
-1.414141414141413922e+00,6.074011073077004719e-01,1.098544266084585441e+00,6.016602516174316406e-01,5.810067057609558105e-01,6.221020817756652832e-01
-1.333333333333333037e+00,5.273549257172009952e-01,1.021651247531980999e+00,5.170296430587768555e-01,5.072344541549682617e-01,5.404241085052490234e-01
-1.252525252525252153e+00,4.487124826554136359e-01,9.434464580548347357e-01,4.326183795928955078e-01,4.378454685211181641e-01,4.593238234519958496e-01
-1.171717171717171269e+00,3.723935283103200211e-01,8.641217407010755025e-01,3.496554195880889893e-01,3.721334338188171387e-01,3.794916272163391113e-01
-1.090909090909090828e+00,2.994922225597992926e-01,7.839392803894809081e-01,2.693748176097869873e-01,3.111359477043151855e-01,3.026509284973144531e-01
-1.010101010101009944e+00,2.312728512399926106e-01,7.032480201886145421e-01,1.931868046522140503e-01,2.554660439491271973e-01,2.295530736446380615e-01
-9.292929292929290597e-01,1.691454815941181578e-01,6.225022389602028472e-01,1.223496049642562866e-01,2.073637694120407104e-01,1.614634990692138672e-01
-8.484848484848481753e-01,1.146150804240317900e-01,5.422815795111277648e-01,5.964319780468940735e-02,1.661904603242874146e-01,9.925128519535064697e-02
