runtime,l1_error,l2_error,rel_error
3.481699919700622559e+01,9.256315415637134336e+00,6.988227935011590262e+02,2.057402718442379874e-01
4.036774230003356934e+01,1.072943998425998124e+01,3.917417811346821850e+02,2.019352577563662543e-01
3.838912820816040039e+01,1.286279731567493556e+01,6.966091486196871756e+02,2.846842767124094231e-01
3.776545143127441406e+01,1.149631104335636600e+01,5.376280473035222940e+02,2.718741306411935343e-01
3.567163610458374023e+01,1.028894410368629941e+01,3.832021587662722482e+02,2.158033386566055589e-01
3.938319849967956543e+01,1.891590714859307454e+01,7.594957698895030262e+03,2.163316741005690824e-01
3.818508148193359375e+01,1.195934591980226536e+01,6.208192380893134441e+02,3.282448949955096285e-01
3.655078697204589844e+01,1.004906021926922399e+01,2.865026613861904821e+02,2.266123428759397873e-01
3.778966736793518066e+01,8.951962965941106631e+00,2.714192225782061882e+02,2.346815886200035728e-01
3.726959705352783203e+01,1.103650863950666228e+01,4.955684539419228258e+02,3.819228322844442358e-01
