runtime,l1_error,l2_error,rel_error
4.249636602401733398e+01,1.762584092999954725e-03,7.917744209476744216e-06,3.680370694038211533e-03
3.993268322944641113e+01,1.840227890534130648e-03,1.191672913162697684e-05,4.287842959331305409e-03
4.063641571998596191e+01,2.016229502479794777e-03,1.210089366028920831e-05,4.559448679199704958e-03
4.020261573791503906e+01,1.918133056988076618e-03,1.117877721246950649e-05,4.411766040412933541e-03
4.098406767845153809e+01,1.567187444362104672e-03,5.641473835680795280e-06,3.903614345954582818e-03
4.041636633872985840e+01,2.288754942689284321e-03,1.470312740546126543e-05,4.690170108196235407e-03
4.213346028327941895e+01,1.776970877182685324e-03,1.155544366461118545e-05,4.182340924582685256e-03
4.151530098915100098e+01,1.886614566673217031e-03,8.036212140242054720e-06,4.645127592126236694e-03
4.111750698089599609e+01,1.216985886673446109e-03,2.537982599548135532e-06,3.793013446901692762e-03
3.972717428207397461e+01,2.126293316192853604e-03,1.045869132308687116e-05,4.864323804742201954e-03
