runtime,l1_error,l2_error,rel_error
8.570683574676513672e+01,9.129581724797384765e-03,1.188500360547441669e-04,3.463758475016467941e-02
8.108484148979187012e+01,9.063599323024015830e-03,1.183141403914407882e-04,3.484983705747409649e-02
8.146622943878173828e+01,8.983163448629699968e-03,1.100092533201778462e-04,3.317570493686715360e-02
8.028787779808044434e+01,8.761586388343688830e-03,1.066145778197308031e-04,3.276263727550887683e-02
7.957347989082336426e+01,8.622691153077437914e-03,1.081255574675891253e-04,3.199259903994050580e-02
7.905870270729064941e+01,8.952294666859421379e-03,1.129847378444397902e-04,3.251937814232466750e-02
8.043093466758728027e+01,8.984043296892688102e-03,1.121004938695777619e-04,3.367576650792390019e-02
7.992112112045288086e+01,9.095131930539153767e-03,1.115288367475623585e-04,3.310651182551292010e-02
8.074129247665405273e+01,8.584402826258680924e-03,1.018645332288912439e-04,3.323979477996970300e-02
8.168137288093566895e+01,8.829260437278106319e-03,1.102037396700186771e-04,3.413092222173364637e-02
