x, true, terminal, branch, dgm
-5.000000000000000000e+00,4.211104057944769465e+02,5.751127206880941003e+02,3.838697814941406250e+02,3.305682678222656250e+02
-4.898989898989898784e+00,3.881787149948620481e+02,5.324503734944082680e+02,3.411643981933593750e+02,3.305548706054687500e+02
-4.797979797979797567e+00,3.574344078614852833e+02,4.924111849188053043e+02,3.342021484375000000e+02,3.305395812988281250e+02
-4.696969696969697239e+00,3.287736363677453824e+02,4.548814130772234421e+02,2.934371032714843750e+02,3.305243225097656250e+02
-4.595959595959596022e+00,3.020950509358936529e+02,4.197498145344537761e+02,2.653930664062500000e+02,3.305077209472656250e+02
-4.494949494949494806e+00,2.772998004370359695e+02,3.869076443041413995e+02,2.437726287841796875e+02,3.304903869628906250e+02
-4.393939393939393590e+00,2.542915321911315232e+02,3.562486558487852903e+02,2.147408905029296875e+02,3.304744262695312500e+02
-4.292929292929293261e+00,2.329763919669932193e+02,3.276691010797380841e+02,2.048478088378906250e+02,3.304570617675781250e+02
-4.191919191919192045e+00,2.132630239822873079e+02,3.010677303572053916e+02,1.842923736572265625e+02,3.304404296875000000e+02
-4.090909090909090828e+00,1.950625709035340378e+02,2.763457924902469358e+02,1.674002838134765625e+02,3.304224243164062500e+02
-3.989898989898989612e+00,1.782886738461072582e+02,2.534070347367762963e+02,1.547319183349609375e+02,3.304038696289062500e+02
-3.888888888888888840e+00,1.628574723742343906e+02,2.321577028035604826e+02,1.424046936035156250e+02,3.303871459960937500e+02
-3.787878787878788067e+00,1.486876045009964855e+02,2.125065408462199912e+02,1.300170135498046875e+02,3.303697814941406250e+02
-3.686868686868686851e+00,1.357002066883281088e+02,1.943647914692290612e+02,1.182023696899414062e+02,3.303517456054687500e+02
-3.585858585858585634e+00,1.238189138470177539e+02,1.776461957259156748e+02,1.075039291381835938e+02,3.303316955566406250e+02
-3.484848484848484862e+00,1.129698593367074722e+02,1.622669931184614711e+02,9.838841247558593750e+01,3.303144531250000000e+02
-3.383838383838384090e+00,1.030816749658928160e+02,1.481459215979016335e+02,9.057192993164062500e+01,3.302963867187500000e+02
-3.282828282828282873e+00,9.408549099192303800e+01,1.352042175641248889e+02,8.345526123046875000e+01,3.302763671875000000e+02
-3.181818181818181657e+00,8.591493612100116195e+01,1.233656158658738207e+02,7.676548004150390625e+01,3.302629394531250000e+02
-3.080808080808080884e+00,7.850613750818374115e+01,1.125563498007446839e+02,7.024617767333984375e+01,3.302454833984375000e+02
-2.979797979797979668e+00,7.179772075738097215e+01,1.027051511151870926e+02,6.433476257324218750e+01,3.302261352539062500e+02
-2.878787878787878896e+00,6.573080992135676581e+01,9.374325000450461687e+01,5.881446075439453125e+01,3.302060852050781250e+02
-2.777777777777777679e+00,6.024902750172856969e+01,8.560437511285427092e+01,5.394736480712890625e+01,3.301906127929687500e+02
-2.676767676767676907e+00,5.529849444896759536e+01,7.822475353324678338e+01,4.956422424316406250e+01,3.301738586425781250e+02
-2.575757575757575690e+00,5.082783016239860530e+01,7.154311080754651186e+01,4.573878097534179688e+01,3.301590270996093750e+02
-2.474747474747474918e+00,4.678815249020007627e+01,6.550067092647152833e+01,4.227423858642578125e+01,3.301408081054687500e+02
-2.373737373737373701e+00,4.313307772940407858e+01,6.004115632959339877e+01,3.909431838989257812e+01,3.301253356933593750e+02
-2.272727272727272929e+00,3.981872062589635419e+01,5.511078790533750293e+01,3.628394699096679688e+01,3.301105041503906250e+02
-2.171717171717171713e+00,3.680369437441625990e+01,5.065828499098273596e+01,3.362415695190429688e+01,3.300936584472656250e+02
-2.070707070707070940e+00,3.404911061855685972e+01,4.663486537266172149e+01,3.132069969177246094e+01,3.300820617675781250e+02
-1.969696969696969724e+00,3.151857945076478984e+01,4.299424528536066958e+01,2.914665222167968750e+01,3.300691528320312500e+02
-1.868686868686868952e+00,2.917820941234037591e+01,3.969263941291949038e+01,2.715375900268554688e+01,3.300595092773437500e+02
-1.767676767676767735e+00,2.699660749343755839e+01,3.668876088803167335e+01,2.532909393310546875e+01,3.300479125976562500e+02
-1.666666666666666519e+00,2.494487913306395654e+01,3.394382129224440803e+01,2.354386711120605469e+01,3.300349731445312500e+02
-1.565656565656565746e+00,2.299662821908081156e+01,3.142153065595851302e+01,2.185820579528808594e+01,3.300259094238281250e+02
-1.464646464646464530e+00,2.112795708820300433e+01,2.908809745842843242e+01,2.026360893249511719e+01,3.300189208984375000e+02
-1.363636363636363757e+00,1.931746652599908387e+01,2.691222862776227842e+01,1.870515441894531250e+01,3.300119018554687500e+02
-1.262626262626262541e+00,1.754625576689121758e+01,2.486512954092178518e+01,1.722766876220703125e+01,3.300093383789062500e+02
-1.161616161616161769e+00,1.579792249415524097e+01,2.292050402372236206e+01,1.568353557586669922e+01,3.300029907226562500e+02
-1.060606060606060552e+00,1.405856283992060440e+01,2.105455435083302618e+01,1.423500251770019531e+01,3.300018310546875000e+02
-9.595959595959593358e-01,1.231677138517043346e+01,1.924598124577646630e+01,1.273843383789062500e+01,3.300000000000000000e+02
-8.585858585858590075e-01,1.056364115974149698e+01,1.747598388092902155e+01,1.119086551666259766e+01,3.299987792968750000e+02
-7.575757575757577911e-01,8.792763642324171514e+00,1.572825987752063526e+01,9.688184738159179688e+00,3.300021972656250000e+02
-6.565656565656565746e-01,7.000228760462511524e+00,1.398900530563493305e+01,8.068771362304687500e+00,3.300036010742187500e+02
-5.555555555555553582e-01,5.184624890554212051e+00,1.224691468420917673e+01,6.398407936096191406e+00,3.300089721679687500e+02
-4.545454545454550299e-01,3.347038857850623383e+00,1.049318098103427843e+01,4.645270347595214844e+00,3.300176391601562500e+02
-3.535353535353538135e-01,1.491055936456693543e+00,8.721495612754763371e+00,2.963006496429443359e+00,3.300262756347656250e+02
-2.525252525252525970e-01,-3.772401506689373463e-01,6.928048444868832867e+00,1.180589437484741211e+00,3.300342407226562500e+02
-1.515151515151513806e-01,-2.249267231713999671e+00,5.111527791728326164e+00,-6.756083369255065918e-01,3.300455017089843750e+02
-5.050505050505016413e-02,-4.113944686012581009e+00,3.273120416538722655e+00,-2.539941787719726562e+00,3.300599975585937500e+02
5.050505050505016413e-02,-5.957693444045104592e+00,1.416511531359165410e+00,-4.392949104309082031e+00,3.300744628906250000e+02
1.515151515151513806e-01,-7.764435987438402798e+00,-4.521152028976080928e-01,-6.438021183013916016e+00,3.300916137695312500e+02
2.525252525252525970e-01,-9.515596348965612350e+00,-2.324077676465166498e+00,-8.269298553466796875e+00,3.301093750000000000e+02
3.535353535353538135e-01,-1.119010011254624359e+01,-4.188195330723450738e+00,-1.010747718811035156e+01,3.301259155273437500e+02
4.545454545454541417e-01,-1.276437441324614142e+01,-6.030789158198740729e+00,-1.186434173583984375e+01,3.301489562988281250e+02
5.555555555555553582e-01,-1.421234793727755275e+01,-7.835681702563722872e+00,-1.353839302062988281e+01,3.301693725585937500e+02
6.565656565656565746e-01,-1.550545092199904218e+01,-9.584197058637382582e+00,-1.514921092987060547e+01,3.301950378417968750e+02
7.575757575757577911e-01,-1.661261515591554527e+01,-1.125516087238509044e+01,-1.649483108520507812e+01,3.302233276367187500e+02
8.585858585858581193e-01,-1.750027397867832946e+01,-1.282490034091854270e+01,-1.772511482238769531e+01,3.302477416992187500e+02
9.595959595959593358e-01,-1.813236228108505799e+01,-1.426724421249584296e+01,-1.872565078735351562e+01,3.302766723632812500e+02
1.060606060606060552e+00,-1.847031650507971534e+01,-1.555352278652141251e+01,-1.945109939575195312e+01,3.303062133789062500e+02
1.161616161616161769e+00,-1.847307464375266051e+01,-1.665256791354602939e+01,-2.000673103332519531e+01,3.303384704589843750e+02
1.262626262626262097e+00,-1.809707624134059856e+01,-1.753071299526682836e+01,-1.997320175170898438e+01,3.303731994628906250e+02
1.363636363636363313e+00,-1.729626239322659487e+01,-1.815179298452731871e+01,-1.973409271240234375e+01,3.304080200195312500e+02
1.464646464646464530e+00,-1.602207574594005024e+01,-1.847714438531734515e+01,-1.894602584838867188e+01,3.304442138671875000e+02
1.565656565656565746e+00,-1.422346049715676486e+01,-1.846560525277310916e+01,-1.790568351745605469e+01,3.304797363281250000e+02
1.666666666666666963e+00,-1.184686239569884947e+01,-1.807351519317717958e+01,-1.614180374145507812e+01,3.305166015625000000e+02
1.767676767676767291e+00,-8.836228741534824849e+00,-1.725471536395848204e+01,-1.396610450744628906e+01,3.305553588867187500e+02
1.868686868686868507e+00,-5.133008385779484151e+00,-1.596054847369227403e+01,-1.113312053680419922e+01,3.305941772460937500e+02
1.969696969696969724e+00,-6.761517306940385552e-01,-1.413985878210018043e+01,-7.529878139495849609e+00,3.306343688964843750e+02
2.070707070707070940e+00,4.597889270313969767e+00,-1.173899210005019356e+01,-3.289765834808349609e+00,3.306738891601562500e+02
2.171717171717171269e+00,1.075516111269055841e+01,-8.701795789556683758e+00,1.898324012756347656e+00,3.307179565429687500e+02
2.272727272727272485e+00,1.786420874073558451e+01,-4.969618763780290216e+00,8.010726928710937500e+00,3.307587280273437500e+02
2.373737373737373701e+00,2.599607554760237349e+01,-4.813114870280807978e-01,1.517483329772949219e+01,3.308021545410156250e+02
2.474747474747474918e+00,3.522430337529793576e+01,4.826774025246520772e+00,2.331358909606933594e+01,3.308442382812500000e+02
2.575757575757575246e+00,4.562493251468287525e+01,1.102078420644372869e+01,3.257678985595703125e+01,3.308890075683593750e+02
2.676767676767676463e+00,5.727650170547168074e+01,1.816936393881751144e+01,4.301779556274414062e+01,3.309337768554687500e+02
2.777777777777777679e+00,7.026004813623222844e+01,2.634365655347532709e+01,5.462297439575195312e+01,3.309811401367187500e+02
2.878787878787878896e+00,8.465910744438609470e+01,3.561730383037839687e+01,6.778357696533203125e+01,3.310226440429687500e+02
2.979797979797979224e+00,1.005597137162084067e+02,4.606644599834140053e+01,8.258642578125000000e+01,3.310674438476562500e+02
3.080808080808081328e+00,1.180503994868285673e+02,5.776972173503309449e+01,9.913525390625000000e+01,3.311128845214843750e+02
3.181818181818181657e+00,1.372221957402283579e+02,7.080826816697519632e+01,1.180524749755859375e+02,3.311537475585937500e+02
3.282828282828281985e+00,1.581686319092443682e+02,8.526572086954364238e+01,1.392448272705078125e+02,3.311965637207031250e+02
3.383838383838384090e+00,1.809857358755668315e+02,1.012282138669681189e+02,1.624433898925781250e+02,3.312401733398437500e+02
3.484848484848484418e+00,2.057720339697382883e+02,1.187843796323311096e+02,1.859696960449218750e+02,3.312836303710937500e+02
3.585858585858586522e+00,2.326285509711568693e+02,1.380253490875699072e+02,2.106840362548828125e+02,3.313246154785156250e+02
3.686868686868686851e+00,2.616588101080724869e+02,1.590447516034741398e+02,2.346455993652343750e+02,3.313681030273437500e+02
3.787878787878787179e+00,2.929688330575896771e+02,1.819387149996881021e+02,2.599358825683593750e+02,3.314091186523437500e+02
3.888888888888889284e+00,3.266671399456673157e+02,2.068058655447099454e+02,2.928553466796875000e+02,3.314480590820312500e+02
3.989898989898989612e+00,3.628647493471160033e+02,2.337473279558899719e+02,3.292831115722656250e+02,3.314890136718750000e+02
4.090909090909089940e+00,4.016751782856013051e+02,2.628667253994335056e+02,3.666506958007812500e+02,3.315233764648437500e+02
4.191919191919192045e+00,4.432144422336432399e+02,2.942701794903997552e+02,4.013422241210937500e+02,3.315636596679687500e+02
4.292929292929292373e+00,4.876010551126130395e+02,3.280663102926996544e+02,4.511019897460937500e+02,3.316040039062500000e+02
4.393939393939394478e+00,5.349560292927382079e+02,3.643662363191003806e+02,5.026058959960937500e+02,3.316378479003906250e+02
4.494949494949494806e+00,5.854028755930974057e+02,4.032835745312200970e+02,5.459853515625000000e+02,3.316768188476562500e+02
4.595959595959595134e+00,6.390676032816246561e+02,4.449344403395326708e+02,6.022338256835937500e+02,3.317113037109375000e+02
4.696969696969697239e+00,6.960787200751084356e+02,4.894374476033653423e+02,6.786397094726562500e+02,3.317438049316406250e+02
4.797979797979797567e+00,7.565672321391872401e+02,5.369137086308971902e+02,7.263481445312500000e+02,3.317789306640625000e+02
4.898989898989899672e+00,8.206666440883582254e+02,5.874868341791639068e+02,7.613513793945312500e+02,3.318120117187500000e+02
5.000000000000000000e+00,8.885129589859668613e+02,6.412829334540516584e+02,8.312701416015625000e+02,3.318412475585937500e+02
