runtime,l1_error,l2_error,rel_error
3.820276856422424316e+01,1.256726625543523601e-02,4.709098204441143805e-04,1.331850608291311078e+00
3.665276026725769043e+01,1.399322308809610241e-02,5.196741877714901141e-04,9.452146787164243946e-01
3.653181886672973633e+01,1.066971850161539670e-02,3.147686971289944432e-04,8.261157675974114545e-01
3.778201341629028320e+01,1.294439488497625169e-02,5.218609231323957957e-04,1.310849363295118142e+00
3.772692966461181641e+01,1.241196575442678370e-02,4.115723935092265831e-04,1.231052772994193578e+00
3.531111764907836914e+01,1.122506103847323126e-02,3.613431361423721962e-04,4.475241824679164759e-01
3.595677876472473145e+01,1.077160381819156250e-02,3.764605231162892834e-04,8.882811051475840713e-01
3.541527295112609863e+01,1.326502060489642004e-02,5.219611041574331520e-04,1.370892047688607507e+00
3.512146782875061035e+01,1.298143672796197266e-02,4.510032946897594161e-04,1.028536972635175850e+00
3.522557806968688965e+01,1.402696319402214377e-02,6.085437651491064186e-04,9.575809893141500329e-01
