runtime,l1_error,l2_error,rel_error
4.106341791152954102e+01,1.281815855874506548e-02,2.119132566711635869e-04,8.299471194686844355e-02
3.973879933357238770e+01,1.288426272156528544e-02,2.390228716134364041e-04,9.186787234691984327e-02
4.021952557563781738e+01,1.289194706917835831e-02,2.407352760231002147e-04,9.434719682358366777e-02
4.094643115997314453e+01,1.288493514664089228e-02,2.367968197660920318e-04,9.021090787911469067e-02
4.013680458068847656e+01,1.376842836547530202e-02,2.479890716352382688e-04,9.617980336821599363e-02
4.062838149070739746e+01,1.175953895089672588e-02,2.062178878434412573e-04,8.059870814642160208e-02
4.203085923194885254e+01,1.414415258661489046e-02,2.456834971642517826e-04,8.594575690506985055e-02
4.023658514022827148e+01,1.209204078626725451e-02,2.023824210901125958e-04,8.692985289060889409e-02
4.109827899932861328e+01,1.193683311720351858e-02,2.171734259689639618e-04,9.063486793738989578e-02
4.004429626464843750e+01,1.214318095609878169e-02,2.247905081864300786e-04,9.055597160027543946e-02
