x, true, terminal, branch, dgm, bsde
-8.000000000000000000e+00,-9.869741597708527880e-01,-9.728197647383156621e-01,-9.832823872566223145e-01,-9.878762960433959961e-01,-9.855329394340515137e-01
-7.838383838383838231e+00,-9.860114912407043075e-01,-9.708419264208434374e-01,-9.823068380355834961e-01,-9.869092702865600586e-01,-9.844617843627929688e-01
-7.676767676767676463e+00,-9.849787599493532442e-01,-9.687247926782828200e-01,-9.809559583663940430e-01,-9.859011769294738770e-01,-9.834573864936828613e-01
-7.515151515151515582e+00,-9.838710322590609181e-01,-9.664592471475667024e-01,-9.798195958137512207e-01,-9.847766160964965820e-01,-9.823090434074401855e-01
-7.353535353535353813e+00,-9.826830523636364001e-01,-9.640356805057263001e-01,-9.785307645797729492e-01,-9.835882186889648438e-01,-9.811131358146667480e-01
-7.191919191919192045e+00,-9.814092251251486099e-01,-9.614439795851921211e-01,-9.773650169372558594e-01,-9.823912382125854492e-01,-9.797727465629577637e-01
-7.030303030303030276e+00,-9.800435986125473065e-01,-9.586735189464976603e-01,-9.754331707954406738e-01,-9.810395240783691406e-01,-9.784549474716186523e-01
-6.868686868686868507e+00,-9.785798464512818207e-01,-9.557131554362769954e-01,-9.744127392768859863e-01,-9.794168472290039062e-01,-9.767274856567382812e-01
-6.707070707070706739e+00,-9.770112501166754448e-01,-9.525512263185327289e-01,-9.727463722229003906e-01,-9.779132008552551270e-01,-9.753850698471069336e-01
-6.545454545454544970e+00,-9.753306813306101830e-01,-9.491755516289956951e-01,-9.708315134048461914e-01,-9.762741923332214355e-01,-9.739750027656555176e-01
-6.383838383838384090e+00,-9.735305847512398802e-01,-9.455734414648827579e-01,-9.688690900802612305e-01,-9.744899868965148926e-01,-9.718540310859680176e-01
-6.222222222222222321e+00,-9.716029611791792142e-01,-9.417317089839404298e-01,-9.673104286193847656e-01,-9.725685119628906250e-01,-9.698718190193176270e-01
